TIME,FOOD,RAPI,LAI,BG,BG,BG
23:30,0,0,0,6.15,,
23:40,0,0,16,6.15,,
23:50,0,0,0,6.15,,
00:00,0,0,0,8.17,,
00:10,0,0,0,8.17,,
00:20,0,0,0,8.17,,
00:30,0,0,0,8.17,,
00:40,0,0,0,8.17,,
00:50,0,0,0,8.17,,
01:00,0,0,0,8.17,,
01:10,0,0,0,8.17,,
01:20,0,0,0,8.17,,
01:30,0,0,0,8.17,,
01:40,0,0,0,8.17,,
01:50,0,0,0,8.17,,
02:00,0,0,0,8.17,,
02:10,0,0,0,8.17,,
02:20,0,0,0,8.17,,
02:30,0,0,0,8.17,,
02:40,0,0,0,8.17,,
02:50,0,0,0,8.17,,
03:00,0,0,0,8.17,,
03:10,0,0,0,8.17,,
03:20,0,0,0,8.17,,
03:30,0,0,0,8.17,,
03:40,0,0,0,8.17,,
03:50,0,0,0,8.17,,
04:00,0,0,0,8.17,,
04:10,0,0,0,8.17,,
04:20,0,0,0,8.17,,
04:30,0,0,0,8.17,,
04:40,0,0,0,8.17,,
04:50,0,0,0,8.17,,
05:00,0,0,0,8.17,,
05:10,0,0,0,8.17,,
05:20,0,0,0,8.17,,
05:30,0,0,0,8.17,,
05:40,0,0,0,8.17,,
05:50,0,0,0,8.17,,
06:00,0,0,0,8.17,,
06:10,0,0,0,8.17,,
06:20,0,0,0,8.17,,
06:30,0,0,0,8.17,,
06:40,0,0,0,8.17,,
06:50,0,0,0,8.17,,
07:00,0,0,0,8.17,,
07:10,0,0,0,8.17,,
07:20,0,0,0,5.7,,
07:30,0,0,0,8.17,,
07:40,0,0,0,8.17,,
07:50,0,0,0,8.17,,
08:00,0,0,0,8.17,,
08:10,0,0,0,8.17,,
08:20,0,0,0,8.17,,
08:30,0,0,0,8.17,,
08:40,0,0,0,8.17,,
08:50,0,0,0,8.17,,
09:00,0,0,0,8.17,,
09:10,0,0,0,8.17,,
09:20,0,0,0,8.17,,
09:30,0,0,0,8.17,,
09:40,0,0,0,8.17,,
09:50,0,0,0,8.17,,
10:00,0,0,0,8.17,,
10:10,0,0,0,8.17,,
10:20,0.1,0,0,8.17,,
10:30,0.1,0,0,8.17,,
10:40,0,0,0,8.17,,
10:50,0,0,0,8.17,,
11:00,0,0,0,8.17,,
11:10,0,0,0,8.17,,
11:20,0,0,0,8.17,,
11:30,0,0,0,8.17,,
11:40,0,0,0,8.17,,
11:50,0,0,0,8.17,,
12:00,0,0,0,8.17,,
12:10,0,0,0,8.17,,
12:20,0.1,7,0,8.17,,
12:30,0,0,0,8.17,,
12:40,0,0,0,8.17,,
12:50,0,0,0,8.17,,
13:00,0,0,0,6.2,,
13:10,0,0,0,8.17,,
13:20,0,0,0,8.17,,
13:30,0,0,0,8.17,,
13:40,0,0,0,8.17,,
13:50,0,0,0,8.17,,
14:00,0,0,0,8.17,,
14:10,0,0,0,8.17,,
14:20,0,0,0,8.17,,
14:30,0,0,0,8.17,,
14:40,0,0,0,8.17,,
14:50,0,0,0,8.17,,
15:00,0,0,0,8.17,,
15:10,0,0,0,3.3,,
15:20,0.1,0,0,8.17,,
15:30,0.1,0,0,8.17,,
15:40,0,0,0,8.17,,
15:50,0,0,0,8.17,,
16:00,0,0,0,8.17,,
16:10,0,0,0,8.17,,
16:20,0,0,0,8.17,,
16:30,0,0,0,8.17,,
16:40,0,0,0,8.17,,
16:50,0,0,0,8.17,,
17:00,0,0,0,8.17,,
17:10,0,0,0,8.17,,
17:20,0,0,0,8.17,,
17:30,0,0,0,8.17,,
17:40,0,0,0,8.17,,
17:50,0,0,0,8.17,,
18:00,0,0,0,10.6,,
18:10,0,0,0,8.17,,
18:20,0,0,0,8.17,,
18:30,0,0,0,8.17,,
18:40,0,0,0,8.17,,
18:50,0,0,0,8.17,,
19:00,0,0,0,8.17,,
19:10,0,0,0,8.17,,
19:20,0,0,0,8.17,,
19:30,0,12,0,10.4,,
19:40,0.1,0,0,8.17,,
19:50,0.1,0,0,8.17,,
20:00,0,0,0,8.17,,
20:10,0,0,0,8.17,,
20:20,0,0,0,8.17,,
20:30,0,0,0,8.17,,
20:40,0,0,0,8.17,,
20:50,0,0,0,8.17,,
21:00,0,0,0,8.17,,
21:10,0,0,0,8.17,,
21:20,0,0,0,8.17,,
21:30,0,0,0,8.17,,
21:40,0,0,0,8.17,,
21:50,0,0,0,8.17,,
22:00,0,0,0,8.17,,
22:10,0,0,0,8.17,,
22:20,0,0,0,8.17,,
22:30,0,0,0,8.17,,
22:40,0,0,0,12.1,,
22:50,0,0,0,8.17,,
23:00,0,0,0,8.17,,
23:10,0,0,0,8.17,,
23:20,0,0,0,8.17,,
23:30,0,0,0,8.17,,
23:40,0,0,0,8.17,,
23:50,0,0,0,8.9,,
00:00,0,0,0,8.01,,
00:10,0,0,0,8.01,,
00:20,0,0,16,8.01,,
00:30,0,0,0,8.01,,
00:40,0,0,0,8.01,,
00:50,0,0,0,8.01,,
01:00,0,0,0,8.01,,
01:10,0,0,0,8.01,,
01:20,0,0,0,8.01,,
01:30,0,0,0,8.01,,
01:40,0,0,0,8.01,,
01:50,0,0,0,8.01,,
02:00,0,0,0,8.01,,
02:10,0,0,0,8.01,,
02:20,0,0,0,8.01,,
02:30,0,0,0,8.01,,
02:40,0,0,0,8.01,,
02:50,0,0,0,8.01,,
03:00,0,0,0,8.01,,
03:10,0,0,0,8.01,,
03:20,0,0,0,8.01,,
03:30,0,0,0,8.01,,
03:40,0,0,0,8.01,,
03:50,0,0,0,8.01,,
04:00,0,0,0,8.01,,
04:10,0,0,0,8.01,,
04:20,0,0,0,8.01,,
04:30,0,0,0,8.01,,
04:40,0,0,0,8.01,,
04:50,0,0,0,8.01,,
05:00,0,0,0,8.01,,
05:10,0,0,0,8.01,,
05:20,0,0,0,8.01,,
05:30,0,0,0,8.01,,
05:40,0,0,0,8.01,,
05:50,0,0,0,8.01,,
06:00,0,0,0,8.01,,
06:10,0,0,0,8.01,,
06:20,0,0,0,8.01,,
06:30,0,0,0,8.01,,
06:40,0,0,0,8.01,,
06:50,0,0,0,8.01,,
07:00,0,0,0,8.01,,
07:10,0,0,0,8.01,,
07:20,0,0,0,8.01,,
07:30,0,0,0,8.01,,
07:40,0,0,0,8.01,,
07:50,0,0,0,8.01,,
08:00,0,0,0,8.01,,
08:10,0,0,0,8.01,,
08:20,0,0,0,8.01,,
08:30,0,0,0,8.01,,
08:40,0,0,0,7.8,,
08:50,0,0,0,8.01,,
09:00,0,0,0,8.01,,
09:10,0,0,0,8.01,,
09:20,0,0,0,8.01,,
09:30,0,0,0,8.01,,
09:40,0,0,0,8.01,,
09:50,0,0,0,8.01,,
10:00,0,0,0,8.01,,
10:10,0,0,0,8.01,,
10:20,0,0,0,8.01,,
10:30,0,0,0,8.01,,
10:40,0,0,0,8.01,,
10:50,0,0,0,8.01,,
11:00,0,0,0,8.01,,
11:10,0,0,0,8.01,,
11:20,0,0,0,8.01,,
11:30,0,0,0,8.01,,
11:40,0,0,0,8.01,,
11:50,0,0,0,8.01,,
12:00,0,0,0,8.01,,
12:10,0,0,0,8.01,,
12:20,0,0,0,8.01,,
12:30,0,0,0,8.01,,
12:40,0,0,0,8.01,,
12:50,0,0,0,8.01,,
13:00,0,0,0,8.01,,
13:10,0,0,0,8.01,,
13:20,0.15,16,0,7.2,,
13:30,0.15,0,0,8.01,,
13:40,0,0,0,8.01,,
13:50,0,0,0,8.01,,
14:00,0,0,0,8.01,,
14:10,0,0,0,8.01,,
14:20,0,0,0,8.01,,
14:30,0,0,0,8.01,,
14:40,0,0,0,8.01,,
14:50,0,0,0,8.01,,
15:00,0,0,0,8.01,,
15:10,0,0,0,8.01,,
15:20,0,0,0,8.01,,
15:30,0,0,0,8.01,,
15:40,0,0,0,8.01,,
15:50,0,0,0,8.01,,
16:00,0,0,0,8.01,,
16:10,0,0,0,8.01,,
16:20,0,0,0,8.01,,
16:30,0,0,0,5.9,,
16:40,0,0,0,8.01,,
16:50,0,0,0,8.01,,
17:00,0,0,0,8.01,,
17:10,0,0,0,8.01,,
17:20,0,0,0,8.01,,
17:30,0,0,0,8.01,,
17:40,0,0,0,8.01,,
17:50,0,0,0,8.9,,
18:00,0,0,0,8.01,,
18:10,0,0,0,11.7,,
18:20,0,0,0,11.6,,
18:30,0,0,0,11.5,,
18:40,0,0,0,8.01,,
18:50,0,0,0,9.9,,
19:00,0,0,0,9.1,,
19:10,0,0,0,8.3,,
19:20,0,0,0,7.8,,
19:30,0,0,0,9.4,,
19:40,0,0,0,9.4,,
19:50,0,0,0,9.1,,
20:00,0,0,0,8.01,,
20:10,0,0,0,8.9,,
20:20,0,0,0,8.01,,
20:30,0,0,0,8.01,,
20:40,0.1,12,0,8.9,,
20:50,0.1,0,0,8.01,,
21:00,0,0,0,7.6,,
21:10,0,0,0,7.3,,
21:20,0,0,0,6.7,,
21:30,0,0,0,8.01,,
21:40,0,0,0,8.01,,
21:50,0,0,0,8.01,,
22:00,0,0,0,5.9,,
22:10,0,0,0,8.01,,
22:20,0,0,0,8.01,,
22:30,0,0,0,6.1,,
22:40,0,0,0,6.8,,
22:50,0,0,0,7.2,,
23:00,0,0,0,6.8,,
23:10,0,0,0,8.01,,
23:20,0,0,0,8.01,,
23:30,0,0,0,5.4,,
23:40,0,0,0,5.3,,
23:50,0,0,0,5.9,,
00:00,0,0,0,8.36,,
00:10,0,0,0,6.3,,
00:20,0,0,16,6.2,,
00:30,0,0,0,8.36,,
00:40,0,0,0,8.36,,
00:50,0,0,0,6.3,,
01:00,0,0,0,8.36,,
01:10,0,0,0,8.36,,
01:20,0,0,0,8.36,,
01:30,0,0,0,8.36,,
01:40,0,0,0,3.6,,
01:50,0,0,0,8.36,,
02:00,0,0,0,8.36,,
02:10,0,0,0,8.36,,
02:20,0,0,0,8.36,,
02:30,0,0,0,8.36,,
02:40,0,0,0,8.36,,
02:50,0,0,0,8.36,,
03:00,0,0,0,8.36,,
03:10,0,0,0,4.2,,
03:20,0,0,0,8.36,,
03:30,0,0,0,8.36,,
03:40,0,0,0,8.36,,
03:50,0,0,0,8.36,,
04:00,0,0,0,8.36,,
04:10,0,0,0,8.36,,
04:20,0,0,0,8.36,,
04:30,0,0,0,8.36,,
04:40,0,0,0,8.36,,
04:50,0,0,0,8.36,,
05:00,0,0,0,8.36,,
05:10,0,0,0,4.1,,
05:20,0,0,0,8.36,,
05:30,0,0,0,8.36,,
05:40,0,0,0,8.36,,
05:50,0,0,0,8.36,,
06:00,0,0,0,8.36,,
06:10,0,0,0,8.36,,
06:20,0,0,0,8.36,,
06:30,0,0,0,8.36,,
06:40,0,0,0,8.36,,
06:50,0,0,0,8.36,,
07:00,0,0,0,8.36,,
07:10,0,0,0,8.36,,
07:20,0,0,0,8.36,,
07:30,0,0,0,8.36,,
07:40,0,0,0,8.36,,
07:50,0,0,0,8.36,,
08:00,0,0,0,8.36,,
08:10,0,0,0,8.36,,
08:20,0,0,0,8.36,,
08:30,0,0,0,8.36,,
08:40,0,0,0,8.36,,
08:50,0,0,0,4.4,,
09:00,0,0,0,8.36,,
09:10,0,0,0,8.36,,
09:20,0,0,0,4.7,,
09:30,0,0,0,8.36,,
09:40,0,0,0,8.36,,
09:50,0,0,0,4.6,,
10:00,0,0,0,8.36,,
10:10,0,0,0,8.36,,
10:20,0.05,0,0,8.36,,
10:30,0.05,0,0,8.36,,
10:40,0,0,0,8.36,,
10:50,0,0,0,8.36,,
11:00,0,0,0,8.36,,
11:10,0,0,0,8.36,,
11:20,0,0,0,8.36,,
11:30,0,0,0,6.8,,
11:40,0,0,0,8.36,,
11:50,0,0,0,6.2,,
12:00,0,0,0,8.36,,
12:10,0,0,0,5.6,,
12:20,0,0,0,8.36,,
12:30,0,0,0,8.36,,
12:40,0,0,0,5.8,,
12:50,0,0,0,8.36,,
13:00,0,0,0,4,,
13:10,0,0,0,5.1,,
13:20,0.07,10,0,8.36,,
13:30,0.07,0,0,8.36,,
13:40,0,0,0,8.36,,
13:50,0,0,0,5.3,,
14:00,0,0,0,8.36,,
14:10,0,0,0,8.36,,
14:20,0,0,0,8.36,,
14:30,0,0,0,7.6,,
14:40,0,0,0,8.36,,
14:50,0,0,0,9,,
15:00,0,0,0,9.8,,
15:10,0,0,0,10.4,,
15:20,0,0,0,8.36,,
15:30,0,0,0,8.36,,
15:40,0,0,0,8.36,,
15:50,0,0,0,8.36,,
16:00,0,0,0,8.36,,
16:10,0,0,0,8.36,,
16:20,0,0,0,8.7,,
16:30,0,0,0,8.2,,
16:40,0,0,0,8.36,,
16:50,0,0,0,8.1,,
17:00,0,0,0,8.3,,
17:10,0,0,0,9.6,,
17:20,0,0,0,8.36,,
17:30,0,0,0,8.36,,
17:40,0,0,0,8.36,,
17:50,0,0,0,8.36,,
18:00,0,0,0,9.9,,
18:10,0,0,0,8.36,,
18:20,0,0,0,8.36,,
18:30,0,0,0,9.7,,
18:40,0,0,0,8.36,,
18:50,0,0,0,8.36,,
19:00,0,0,0,8.36,,
19:10,0,0,0,8.36,,
19:20,0,0,0,9.3,,
19:30,0,0,0,8.7,,
19:40,0.1,0,0,8.36,,
19:50,0.1,0,0,8.36,,
20:00,0,0,0,8.36,,
20:10,0,0,0,8.36,,
20:20,0,0,0,8.6,,
20:30,0,0,0,9.5,,
20:40,0,0,0,10.3,,
20:50,0,0,0,8.36,,
21:00,0,0,0,11.8,,
21:10,0,0,0,8.36,,
21:20,0,0,0,8.36,,
21:30,0,0,0,8.36,,
21:40,0,0,0,8.36,,
21:50,0,0,0,8.36,,
22:00,0,0,0,8.36,,
22:10,0,0,0,15.3,,
22:20,0,0,0,14.9,,
22:30,0,0,0,8.36,,
22:40,0,0,0,14.6,,
22:50,0,0,0,8.36,,
23:00,0,0,0,8.36,,
23:10,0,0,0,8.36,,
23:20,0,0,0,13.8,,
23:30,0,0,0,8.36,,
23:40,0,0,0,13.7,,
23:50,0,0,0,13.2,,
00:00,0,0,0,9.44,,
00:10,0,0,0,13.8,,
00:20,0,10,0,13.2,,
00:30,0,0,0,12.6,,
00:40,0,0,0,11.2,,
00:50,0,0,0,9.7,,
01:00,0,0,0,9.1,,
01:10,0,0,0,7.2,,
01:20,0,0,0,4.5,,
01:30,0,0,0,4.1,,
01:40,0.1,0,0,3.3,,
01:50,0,0,0,2.9,,
02:00,0,0,0,2.9,,
02:10,0.1,0,0,2.9,,
02:20,0.1,0,0,2.9,,
02:30,0,0,0,2.9,,
02:40,0,0,0,3.2,,
02:50,0,0,0,3.8,,
03:00,0,0,0,9.44,,
03:10,0,0,0,9.44,,
03:20,0,0,0,9.44,,
03:30,0,0,0,9.44,,
03:40,0,0,0,9.44,,
03:50,0,0,0,3.3,,
04:00,0,0,0,9.44,,
04:10,0,0,0,9.44,,
04:20,0,0,0,9.44,,
04:30,0,0,0,9.44,,
04:40,0,0,0,9.44,,
04:50,0,0,0,9.44,,
05:00,0,0,0,9.44,,
05:10,0,0,0,9.44,,
05:20,0,0,0,9.44,,
05:30,0,0,0,9.44,,
05:40,0,0,0,5.5,,
05:50,0,0,0,9.44,,
06:00,0,0,0,9.44,,
06:10,0,0,0,9.44,,
06:20,0,0,0,9.44,,
06:30,0,0,0,9.44,,
06:40,0,0,0,9.44,,
06:50,0,0,0,9.44,,
07:00,0,0,0,9.44,,
07:10,0,0,0,9.44,,
07:20,0,0,0,9.44,,
07:30,0,0,0,9.44,,
07:40,0,0,0,9.44,,
07:50,0,0,0,9.44,,
08:00,0,0,0,9.44,,
08:10,0,0,0,9.44,,
08:20,0,0,0,9.44,,
08:30,0,0,0,9.44,,
08:40,0,0,0,9.44,,
08:50,0,0,0,9.3,,
09:00,0,0,0,9.44,,
09:10,0,0,0,9.44,,
09:20,0,0,0,9.5,,
09:30,0,0,0,9.44,,
09:40,0,0,0,9.44,,
09:50,0,0,0,9.44,,
10:00,0,0,0,9.44,,
10:10,0,0,0,9.6,,
10:20,0,7,8,9.3,,
10:30,0,0,0,9.44,,
10:40,0,0,0,9.44,,
10:50,0,0,0,9.44,,
11:00,0,0,0,8.2,,
11:10,0,0,0,9.44,,
11:20,0,0,0,9.44,,
11:30,0,0,0,10.1,,
11:40,0,0,0,9.44,,
11:50,0,0,0,9.44,,
12:00,0,0,0,9.44,,
12:10,0,0,0,9.44,,
12:20,0,0,0,9.44,,
12:30,0,0,0,12.5,,
12:40,0,0,0,12,,
12:50,0,0,0,9.44,,
13:00,0,0,0,10.9,,
13:10,0,0,0,12.6,,
13:20,0,0,0,9.44,,
13:30,0,0,0,9.44,,
13:40,0,0,0,13.3,,
13:50,0,0,0,9.44,,
14:00,0,0,0,12.8,,
14:10,0,0,0,13.2,,
14:20,0,0,0,9.44,,
14:30,0,12,0,12.6,,
14:40,0.15,0,0,9.44,,
14:50,0.15,0,0,10.7,,
15:00,0,0,0,9.44,,
15:10,0,0,0,10.7,,
15:20,0,0,0,10.7,,
15:30,0.05,0,0,10.3,,
15:40,0.05,0,0,9.44,,
15:50,0,0,0,9.44,,
16:00,0,0,0,9.44,,
16:10,0,0,0,9.44,,
16:20,0,0,0,10.8,,
16:30,0,0,0,9.44,,
16:40,0,0,0,9.44,,
16:50,0,0,0,9.44,,
17:00,0,0,0,9.44,,
17:10,0,0,0,9.44,,
17:20,0,0,0,9.44,,
17:30,0,0,0,9.44,,
17:40,0,0,0,9.44,,
17:50,0,0,0,9.44,,
18:00,0,0,0,9.44,,
18:10,0,0,0,9.44,,
18:20,0,0,0,9.44,,
18:30,0,0,0,11.7,,
18:40,0,0,0,12.3,,
18:50,0,0,0,9.44,,
19:00,0,0,0,9.44,,
19:10,0,0,0,9.44,,
19:20,0,0,0,9.44,,
19:30,0,0,0,9.44,,
19:40,0,0,0,9.44,,
19:50,0,0,0,10.6,,
20:00,0,0,0,9.44,,
20:10,0,0,0,9.44,,
20:20,0.1,0,0,9.44,,
20:30,0.1,0,0,9.44,,
20:40,0,0,0,9.44,,
20:50,0,0,0,9.44,,
21:00,0,0,0,9.44,,
21:10,0,0,0,9.44,,
21:20,0,0,0,9.44,,
21:30,0,0,0,9.44,,
21:40,0,0,0,9.44,,
21:50,0,0,0,9.44,,
22:00,0,0,0,9.44,,
22:10,0,0,0,9.44,,
22:20,0,0,0,9.44,,
22:30,0,0,0,9.44,,
22:40,0,0,0,9.44,,
22:50,0,0,0,14.3,,
23:00,0,0,0,14.8,,
23:10,0,0,0,9.44,,
23:20,0,0,0,9.44,,
23:30,0,0,0,16.6,,
23:40,0,0,0,9.44,,
23:50,0,9,0,16.4,,
00:00,0,0,0,7.89,,
00:10,0,0,0,7.89,,
00:20,0,0,0,17,,
00:30,0,0,0,16.5,,
00:40,0,0,0,7.89,,
00:50,0,0,0,7.89,,
01:00,0,0,0,12.2,,
01:10,0,0,0,10.4,,
01:20,0,0,16,9.9,,
01:30,0,0,0,9.7,,
01:40,0,0,0,8.5,,
01:50,0,0,0,7.8,,
02:00,0,0,0,7.9,,
02:10,0,0,0,8.2,,
02:20,0,0,0,7.89,,
02:30,0,0,0,7.89,,
02:40,0,0,0,7.89,,
02:50,0,0,0,7.89,,
03:00,0,0,0,8.9,,
03:10,0,0,0,7.89,,
03:20,0,0,0,8.8,,
03:30,0,0,0,7.89,,
03:40,0,0,0,7.3,,
03:50,0,0,0,7.2,,
04:00,0,0,0,7.89,,
04:10,0,0,0,7.2,,
04:20,0,0,0,7.89,,
04:30,0,0,0,7.89,,
04:40,0,0,0,7.89,,
04:50,0,0,0,7.89,,
05:00,0,0,0,7.89,,
05:10,0,0,0,7.89,,
05:20,0,0,0,7.89,,
05:30,0,0,0,7.89,,
05:40,0,0,0,7.89,,
05:50,0,0,0,5.8,,
06:00,0,0,0,7.89,,
06:10,0,0,0,7.89,,
06:20,0,0,0,7.89,,
06:30,0,0,0,7.89,,
06:40,0,0,0,7.89,,
06:50,0,0,0,7.89,,
07:00,0,0,0,7.89,,
07:10,0,0,0,6.3,,
07:20,0,0,0,7.89,,
07:30,0,0,0,7.89,,
07:40,0,0,0,7.89,,
07:50,0,0,0,7.89,,
08:00,0,0,0,7.89,,
08:10,0,0,0,6.6,,
08:20,0,0,0,7.89,,
08:30,0,0,0,7.89,,
08:40,0,0,0,7.89,,
08:50,0,0,0,7.4,,
09:00,0,0,0,7.89,,
09:10,0,0,0,7.89,,
09:20,0,0,0,7.89,,
09:30,0,0,0,7.6,,
09:40,0,0,0,7.7,,
09:50,0,0,0,7.89,,
10:00,0,0,0,7.89,,
10:10,0,0,0,7.9,,
10:20,0,0,0,7.89,,
10:30,0.1,8,0,8.1,,
10:40,0.1,0,0,7.89,,
10:50,0,0,0,7.89,,
11:00,0,0,0,7.89,,
11:10,0,0,0,7.3,,
11:20,0,0,0,7.89,,
11:30,0,0,0,8.6,,
11:40,0,0,0,7.89,,
11:50,0,0,0,7.89,,
12:00,0,0,0,10.4,,
12:10,0,0,0,10.9,,
12:20,0,0,0,11,,
12:30,0,0,0,7.89,,
12:40,0,0,0,11.4,,
12:50,0,0,0,7.89,,
13:00,0,0,0,7.89,,
13:10,0,0,0,7.89,,
13:20,0,0,0,8.2,,
13:30,0,0,0,7.89,,
13:40,0,0,0,7.89,,
13:50,0,0,0,7.89,,
14:00,0,0,0,7.89,,
14:10,0,0,0,7.89,,
14:20,0,0,0,7.89,,
14:30,0,0,0,9.1,,
14:40,0,0,0,8.8,,
14:50,0,0,0,8.6,,
15:00,0,12,0,8.7,,
15:10,0.1,0,0,8.2,,
15:20,0.1,0,0,7.89,,
15:30,0,0,0,6.6,,
15:40,0,0,0,6.8,,
15:50,0,0,0,6.9,,
16:00,0,0,0,7.4,,
16:10,0,0,0,7.6,,
16:20,0,0,0,7.89,,
16:30,0,0,0,7.89,,
16:40,0,0,0,7.89,,
16:50,0,0,0,7.89,,
17:00,0,0,0,7.89,,
17:10,0,0,0,7.89,,
17:20,0,0,0,7.89,,
17:30,0,0,0,3.6,,
17:40,0,0,0,7.89,,
17:50,0,0,0,7.89,,
18:00,0,0,0,7.89,,
18:10,0,0,0,7.89,,
18:20,0,0,0,4.8,,
18:30,0,0,0,4.7,,
18:40,0,0,0,7.89,,
18:50,0,0,0,7.89,,
19:00,0,0,0,6.2,,
19:10,0,0,0,7.89,,
19:20,0,0,0,7.7,,
19:30,0,0,0,8.3,,
19:40,0,0,0,7.89,,
19:50,0,0,0,8.7,,
20:00,0,0,0,7.89,,
20:10,0.1,10,0,8.1,,
20:20,0.075,0,0,7.89,,
20:30,0,0,0,7.89,,
20:40,0,0,0,8.4,,
20:50,0,0,0,7.89,,
21:00,0,0,0,7.8,,
21:10,0,0,0,7.89,,
21:20,0,0,0,7.89,,
21:30,0,0,0,6,,
21:40,0,0,0,4.5,,
21:50,0,0,0,4.3,,
22:00,0,0,0,7.89,,
22:10,0,0,0,4,,
22:20,0,0,0,4.1,,
22:30,0,0,0,4.1,,
22:40,0,0,0,4.5,,
22:50,0,0,0,5.6,,
23:00,0,0,0,7.89,,
23:10,0,0,0,7.89,,
23:20,0,0,0,7.89,,
23:30,0,0,0,8.5,,
23:40,0,0,0,7.89,,
23:50,0,0,0,7.89,,
00:00,0,0,0,6.68,,
00:10,0,0,0,6.68,,
00:20,0,0,0,6.68,,
00:30,0,0,12,6.6,,
00:40,0,0,0,6.4,,
00:50,0,0,0,6.68,,
01:00,0,0,0,6.68,,
01:10,0,0,0,6.68,,
01:20,0,0,0,6.68,,
01:30,0,0,0,6.68,,
01:40,0,0,0,6.68,,
01:50,0,0,0,6.68,,
02:00,0,0,0,6.68,,
02:10,0,0,0,6.68,,
02:20,0,0,0,6.68,,
02:30,0,0,0,6.68,,
02:40,0,0,0,6.68,,
02:50,0,0,0,6.68,,
03:00,0,0,0,6.68,,
03:10,0,0,0,6.68,,
03:20,0,0,0,6.68,,
03:30,0,0,0,6.68,,
03:40,0,0,0,6.68,,
03:50,0,0,0,6.68,,
04:00,0,0,0,6.68,,
04:10,0,0,0,6.68,,
04:20,0,0,0,6.68,,
04:30,0,0,0,6.68,,
04:40,0,0,0,6.68,,
04:50,0,0,0,6.68,,
05:00,0,0,0,6.68,,
05:10,0,0,0,6.68,,
05:20,0,0,0,6.68,,
05:30,0,0,0,6.68,,
05:40,0,0,0,6.68,,
05:50,0,0,0,6.68,,
06:00,0,0,0,5.8,,
06:10,0,0,0,6.68,,
06:20,0,0,0,5.9,,
06:30,0,0,0,6.68,,
06:40,0,0,0,6.68,,
06:50,0,0,0,6.5,,
07:00,0,0,0,6.68,,
07:10,0,0,0,6.68,,
07:20,0,0,0,6.1,,
07:30,0,0,0,6.68,,
07:40,0,0,0,6.68,,
07:50,0,0,0,6.68,,
08:00,0,0,0,6.68,,
08:10,0,0,0,6.68,,
08:20,0,0,0,6.68,,
08:30,0,0,0,6.68,,
08:40,0,0,0,6.68,,
08:50,0,0,0,8.2,,
09:00,0,0,0,6.68,,
09:10,0,0,0,7.2,,
09:20,0,0,0,7.6,,
09:30,0.1,0,0,6.68,,
09:40,0,0,0,6.9,,
09:50,0,0,0,6.68,,
10:00,0,0,0,6.68,,
10:10,0,0,0,6.68,,
10:20,0.1,0,0,8.3,,
10:30,0,6,0,8.2,,
10:40,0,0,0,6.68,,
10:50,0,0,0,8.3,,
11:00,0,0,0,6.68,,
11:10,0,0,0,6.68,,
11:20,0,0,0,10.7,,
11:30,0,0,0,6.68,,
11:40,0,0,0,6.68,,
11:50,0,0,0,6.68,,
12:00,0,0,0,6.68,,
12:10,0,0,0,6.68,,
12:20,0,0,0,6.68,,
12:30,0,0,0,8.8,,
12:40,0,0,0,8.4,,
12:50,0,0,0,8.6,,
13:00,0,0,0,8.9,,
13:10,0,0,0,6.68,,
13:20,0,0,0,8.3,,
13:30,0,0,0,6.68,,
13:40,0,0,0,6.68,,
13:50,0,0,0,6.68,,
14:00,0,0,0,6.6,,
14:10,0,0,0,6.68,,
14:20,0,0,0,5.9,,
14:30,0,11,0,6.68,,
14:40,0.1,0,0,6.68,,
14:50,0.1,0,0,6.68,,
15:00,0,0,0,5.3,,
15:10,0,0,0,6.68,,
15:20,0,0,0,6.68,,
15:30,0,0,0,6.68,,
15:40,0,0,0,6.68,,
15:50,0,0,0,6.68,,
16:00,0,0,0,6.68,,
16:10,0,0,0,6.68,,
16:20,0,0,0,8.8,,
16:30,0,0,0,8.4,,
16:40,0,0,0,6.68,,
16:50,0,0,0,6.68,,
17:00,0,0,0,6.68,,
17:10,0,0,0,4.6,,
17:20,0,0,0,6.68,,
17:30,0,0,0,4.7,,
17:40,0,0,0,6.68,,
17:50,0,0,0,6.68,,
18:00,0,0,0,6.68,,
18:10,0,0,0,6.68,,
18:20,0,0,0,6.68,,
18:30,0,0,0,6.68,,
18:40,0,0,0,6.4,,
18:50,0,0,0,6.68,,
19:00,0,0,0,5.9,,
19:10,0,0,0,6.68,,
19:20,0,0,0,6.68,,
19:30,0,0,0,6.68,,
19:40,0,0,0,6.68,,
19:50,0,0,0,6.4,,
20:00,0,0,0,7.1,,
20:10,0,0,0,6.68,,
20:20,0,0,0,6.68,,
20:30,0.1,10,0,6.1,,
20:40,0.1,0,0,6.68,,
20:50,0,0,0,6.68,,
21:00,0,0,0,6.68,,
21:10,0,0,0,4.7,,
21:20,0,0,0,4.6,,
21:30,0,0,0,6.68,,
21:40,0,0,0,6.68,,
21:50,0,0,0,7.6,,
22:00,0,0,0,7.1,,
22:10,0,0,0,5.9,,
22:20,0,0,0,6.68,,
22:30,0,0,0,6.68,,
22:40,0,0,0,4.2,,
22:50,0,0,0,3.5,,
23:00,0,0,0,3.3,,
23:10,0,0,0,6.68,,
23:20,0,0,0,6.68,,
23:30,0,0,0,6.68,,
23:40,0,0,0,4.4,,
23:50,0,0,0,6.68,,
00:00,0,0,0,7.97,,
00:10,0,0,0,5.3,,
